movie_id,title,Budget,Revenue,Popularity,Genres,Primary_Genre,Genre_Count,Director,Production_Companies,Primary_Production_Company,Production_Company_Count,Release_Date,Cast_Count,Lead_Actor,Second_Lead_Actor,Third_Lead_Actor,Male_Cast_Count,Female_Cast_Count,Unknown_Cast_Gender_Count,Cast_Gender_Ratio,Crew_Count,Producer_Count,Writer_Count,Male_Crew_Count,Female_Crew_Count,Unknown_Crew_Gender_Count,Unique_Department_Count,Top_Crew_Department,Cast_Crew_Ratio,Total_People_Involved,Profit,ROI,Revenue_Budget_Ratio,Budget_Category,Financial_Result,Budget_Efficiency,Popularity_Category,Profitability_Category,Popularity_Profitability_Segment,Release_Year,Release_Month,Release_Month_Name,Release_Quarter,Release_Season,Has_Budget_Data,Has_Revenue_Data,Has_Financial_Data,Has_Genre_Data,Has_Company_Data,Has_Release_Data
9819,Marvin's Room,23000000,12803305,2.5,Drama,Drama,1,Jerry Zaks,"Tribeca Productions, Miramax, Scott Rudin Productions",Tribeca Productions,3,18-12-1996 00:00,18,Diane Keaton,Meryl Streep,Leonardo DiCaprio,7,10,1,0.7,43,3,1,10,6,27,10,Sound,0.42,61,-10196695,-44.33,0.56,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,1996,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
13579,The Longshots,23000000,11767866,1.24,"Drama, Family, Comedy",Drama,3,Fred Durst,"Cube Vision, Dimension Films",Cube Vision,2,22-08-2008 00:00,19,Ice Cube,Keke Palmer,Tasha Smith,10,6,3,1.67,1,0,0,1,0,0,1,Directing,19,20,-11232134,-48.84,0.51,Medium Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2008,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
20024,The End of the Affair,23000000,10827816,2.33,"Romance, Drama",Romance,2,Neil Jordan,Columbia Pictures,Columbia Pictures,1,03-12-1999 00:00,13,Ralph Fiennes,Stephen Rea,Julianne Moore,8,2,3,4,16,2,1,7,2,7,8,Art,0.81,29,-12172184,-52.92,0.47,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,1999,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2453,Harley Davidson and the Marlboro Man,23000000,7434726,2.32,"Action, Thriller",Action,2,Simon Wincer,"Krisjair, Laredo, MGM-Pathé Communications, Metro-Goldwyn-Mayer",Krisjair,4,23-08-1991 00:00,16,Mickey Rourke,Don Johnson,Chelsea Field,10,4,2,2.5,10,3,1,4,0,6,6,Production,1.6,26,-15565274,-67.68,0.32,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,1991,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6973,In the Valley of Elah,23000000,29541790,4.1,"History, Drama, Thriller, Crime, Mystery",History,5,Paul Haggis,"Warner Independent Pictures, NALA Films, Summit Entertainment, Samuels Media, Blackfriars Bridge Films",Warner Independent Pictures,5,14-09-2007 00:00,42,Tommy Lee Jones,Charlize Theron,Susan Sarandon,23,9,10,2.56,58,5,1,20,4,34,10,Production,0.72,100,6541790,28.44,1.28,Medium Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2007,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11156,Coco Before Chanel,0,0,2.4,"Drama, History",Drama,2,Anne Fontaine,"Haut et Court, Ciné-@, France 2 Cinéma, SCOPE Pictures, Warner Bros. Entertainment France",Haut et Court,5,22-04-2009 00:00,18,Audrey Tautou,Benoît Poelvoorde,Alessandro Nivola,11,6,1,1.83,10,4,2,2,4,4,5,Production,1.8,28,,,,Unknown,Insufficient Financial Data,Unknown,Medium Popularity,Unknown,Medium Popularity - Unknown,2009,4,April,Q2,Spring,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
354110,Forsaken,11000000,0,4.39,Western,Western,1,Jon Cassar,"Moving Pictures Media, Minds Eye Entertainment, Panacea Entertainment, FilmWest Productions, Rollercoaster Films, Vortex Words + Pictures",Moving Pictures Media,6,16-09-2015 00:00,16,Demi Moore,Kiefer Sutherland,Donald Sutherland,9,2,5,4.5,38,5,1,8,4,26,10,Production,0.42,54,,,,Medium Budget,Insufficient Financial Data,Unknown,High Popularity,Unknown,High Popularity - Unknown,2015,9,September,Q3,Autumn,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
22215,Cheri,23000000,9400000,4.08,"Drama, Comedy, Romance",Drama,3,Stephen Frears,"Bill Kenwright Films, Tiggy Films, Pathé, MMC Studios, BKL Films, Aramid Entertainment",Bill Kenwright Films,6,08-04-2009 00:00,16,Michelle Pfeiffer,Kathy Bates,Rupert Friend,4,6,6,0.67,12,0,1,6,3,3,7,Art,1.33,28,-13600000,-59.13,0.41,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2009,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11632,Vanity Fair,23000000,16123851,1.53,"Drama, Romance",Drama,2,Mira Nair,"Focus Features, Tempesta Films, Granada Productions, Inside Track",Focus Features,4,01-09-2004 00:00,13,Reese Witherspoon,James Purefoy,Jonathan Rhys Meyers,10,2,1,5,14,3,3,8,4,2,6,Production,0.93,27,-6876149,-29.9,0.7,Medium Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2004,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
30596,Bodyguards and Assassins,23000000,6604537,2.48,"Drama, Action, History",Drama,3,Teddy Chan,"China Film Group Corporation, Bona Film Group, We Distribution",China Film Group Corporation,3,18-12-2009 00:00,18,Donnie Yen,Wang Xue-qi,Tony Leung Ka-Fai,11,1,6,11,4,0,3,0,0,4,2,Writing,4.5,22,-16395463,-71.28,0.29,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2009,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3021,1408,25000000,133000000,6.22,"Horror, Mystery",Horror,2,Mikael Håfström,"Dimension Films, di Bonaventura Pictures",Dimension Films,2,22-06-2007 00:00,40,John Cusack,Samuel L. Jackson,Mary McCormack,17,11,12,1.55,44,1,3,14,14,16,9,Production,0.91,84,108000000,432,5.32,Medium Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2007,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
957,Spaceballs,22700000,38120460,7.39,"Comedy, Science Fiction",Comedy,2,Mel Brooks,"Metro-Goldwyn-Mayer, Brooksfilms",Metro-Goldwyn-Mayer,2,24-06-1987 00:00,28,Mel Brooks,Rick Moranis,Bill Pullman,19,5,4,3.8,22,2,3,16,0,6,10,Production,1.27,50,15420460,67.93,1.68,Medium Budget,Profit,Moderate,High Popularity,Moderately Profitable,High Popularity - Moderately Profitable,1987,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
256917,The Water Diviner,22500000,15520023,3.27,"War, Drama",War,2,Russell Crowe,"Fear of God Films, Hopscotch Features",Fear of God Films,2,25-12-2014 00:00,24,Russell Crowe,Olga Kurylenko,Yılmaz Erdoğan,11,4,9,2.75,111,3,2,14,3,94,11,Production,0.22,135,-6979977,-31.02,0.69,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2014,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
251,Ghost,22000000,505000000,9.72,"Fantasy, Romance, Thriller",Fantasy,3,Jerry Zucker,"Paramount Pictures, Howard W. Koch Productions",Paramount Pictures,2,13-07-1990 00:00,14,Patrick Swayze,Demi Moore,Whoopi Goldberg,6,7,1,0.86,61,2,0,20,6,35,11,Crew,0.23,75,483000000,2195.45,22.95,Medium Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,1990,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
544,There's Something About Mary,23000000,369900000,5.57,"Romance, Comedy",Romance,2,Bobby Farrelly,20th Century Fox,20th Century Fox,1,15-07-1998 00:00,19,Cameron Diaz,Ben Stiller,Matt Dillon,14,5,0,2.8,90,4,4,30,1,59,11,Production,0.21,109,346900000,1508.26,16.08,Medium Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,1998,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11395,The Santa Clause,22000000,189833357,3.58,"Fantasy, Drama, Comedy, Family",Fantasy,4,John Pasquin,"Walt Disney Pictures, Hollywood Pictures, Outlaw Productions",Walt Disney Pictures,3,11-11-1994 00:00,11,Tim Allen,Judge Reinhold,Wendy Crewson,6,3,2,2,8,2,2,8,0,0,6,Writing,1.38,19,167833357,762.88,8.63,Medium Budget,Profit,Highly Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,1994,11,November,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14635,The Rookie,20000000,75597042,2.88,"Drama, Family",Drama,2,John Lee Hancock,"Walt Disney Pictures, Gran Via Productions, 98 MPH Productions",Walt Disney Pictures,3,25-03-2002 00:00,9,Dennis Quaid,Rachel Griffiths,Beth Grant,7,2,0,3.5,2,0,1,2,0,0,2,Writing,4.5,11,55597042,277.99,3.78,Medium Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2002,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
13680,The Game Plan,22000000,147880543,5.79,"Comedy, Family",Comedy,2,Andy Fickman,"Monkey Dance Productions, Walt Disney Pictures, Mayhem Pictures",Monkey Dance Productions,3,28-09-2007 00:00,15,Dwayne Johnson,Madison Pettis,Kyra Sedgwick,7,6,2,1.17,9,2,0,5,3,1,6,Writing,1.67,24,125880543,572.18,6.72,Medium Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2007,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
688,The Bridges of Madison County,24000000,182000000,7.26,"Drama, Romance",Drama,2,Clint Eastwood,"Malpaso Productions, Warner Bros. Pictures, Amblin Entertainment",Malpaso Productions,3,02-06-1995 00:00,12,Meryl Streep,Clint Eastwood,Annie Corley,3,4,5,0.75,13,4,1,8,2,3,7,Production,0.92,25,158000000,658.33,7.58,Medium Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,1995,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11090,The Animal,22000000,84772742,4.23,"Comedy, Science Fiction",Comedy,2,Luke Greenfield,"Revolution Studios, Happy Madison Productions",Revolution Studios,2,01-06-2001 00:00,14,Rob Schneider,Colleen Haskell,John C. McGinley,11,0,3,,97,3,1,25,4,68,11,Production,0.14,111,62772742,285.33,3.85,Medium Budget,Profit,Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2001,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
783,Gandhi,22000000,77737889,2.59,"Drama, History",Drama,2,Richard Attenborough,"Goldcrest, Indo-British, International Film Investors, National Film Development Corporation of India",Goldcrest,4,01-12-1982 00:00,92,Ben Kingsley,Candice Bergen,Edward Fox,51,6,35,8.5,30,2,1,18,1,11,10,Production,3.07,122,55737889,253.35,3.53,Medium Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,1982,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
228194,The Hundred-Foot Journey,22000000,89500000,2.13,"Drama, Comedy",Drama,2,Lasse Hallström,"Amblin Entertainment, Harpo Films, Participant, Image Nation Abu Dhabi, Reliance Entertainment, DreamWorks Pictures",Amblin Entertainment,6,06-08-2014 00:00,39,Helen Mirren,Manish Dayal,Om Puri,9,4,26,2.25,5,2,1,3,1,1,3,Production,7.8,44,67500000,306.82,4.07,Medium Budget,Profit,Highly Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2014,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1642,The Net,22000000,110627965,3.34,"Crime, Drama, Mystery, Thriller, Action",Crime,5,Irwin Winkler,Columbia Pictures,Columbia Pictures,1,28-07-1995 00:00,32,Sandra Bullock,Jeremy Northam,Dennis Miller,15,5,12,3,6,2,2,6,0,0,4,Writing,5.33,38,88627965,402.85,5.03,Medium Budget,Profit,Highly Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,1995,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10950,I Am Sam,22000000,92542418,4.95,Drama,Drama,1,Jessie Nelson,"New Line Cinema, Bedford Falls Productions, Red Fish, Blue Fish Films, ""Sam"" Productions",New Line Cinema,4,28-12-2001 00:00,38,Sean Penn,Michelle Pfeiffer,Dianne Wiest,11,15,12,0.73,42,4,2,14,11,17,8,Production,0.9,80,70542418,320.65,4.21,Medium Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2001,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
235260,Son of God,22000000,70829270,1.82,Drama,Drama,1,Christopher Spencer,"Hearst Entertainment Productions, LightWorkers Media, TSG Entertainment",Hearst Entertainment Productions,3,28-02-2014 00:00,35,Roma Downey,Diogo Morgado,Louise Delamere,12,4,19,3,5,0,4,0,0,5,2,Writing,7,40,48829270,221.95,3.22,Medium Budget,Profit,Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,2014,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
277,Underworld,22000000,95708457,7.55,"Fantasy, Action, Thriller",Fantasy,3,Len Wiseman,"Screen Gems, Lakeshore Entertainment",Screen Gems,2,19-09-2003 00:00,32,Kate Beckinsale,Scott Speedman,Michael Sheen,12,7,13,1.71,102,3,1,26,5,71,11,Crew,0.31,134,73708457,335.04,4.35,Medium Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2003,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8999,Derailed,22000000,57479076,2.87,"Drama, Thriller",Drama,2,Mikael Håfström,"di Bonaventura Pictures, Patalex V Productions Limited",di Bonaventura Pictures,2,11-11-2005 00:00,19,Clive Owen,Jennifer Aniston,Vincent Cassel,10,6,3,1.67,22,1,1,10,3,9,9,Production,0.86,41,35479076,161.27,2.61,Medium Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2005,11,November,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11323,The Informant!,22000000,41771168,2.58,"Drama, Comedy, Crime",Drama,3,Steven Soderbergh,"Warner Bros. Pictures, Participant, Groundswell Productions, Section Eight, Jaffe/Braunstein Enterprise",Warner Bros. Pictures,5,18-09-2009 00:00,24,Matt Damon,Scott Bakula,Joel McHale,17,4,3,4.25,19,0,1,6,1,12,9,Sound,1.26,43,19771168,89.87,1.9,Medium Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2009,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10445,Shadowlands,22000000,25842000,1.48,"Drama, Romance",Drama,2,Richard Attenborough,"Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International",Savoy Pictures,4,25-12-1993 00:00,14,Anthony Hopkins,Debra Winger,John Wood,11,2,1,5.5,26,2,1,17,5,4,9,Sound,0.54,40,3842000,17.46,1.17,Medium Budget,Profit,Moderate,Low Popularity,Moderately Profitable,Low Popularity - Moderately Profitable,1993,12,December,Q4,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11453,Deuce Bigalow: European Gigolo,22000000,45109561,2.92,Comedy,Comedy,1,Mike Bigelow,"Out of the Blue... Entertainment, Columbia Pictures, Happy Madison Productions",Out of the Blue... Entertainment,3,12-08-2005 00:00,10,Rob Schneider,Eddie Griffin,Jeroen Krabbé,8,1,1,8,17,3,3,15,0,2,6,Production,0.59,27,23109561,105.04,2.05,Medium Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2005,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
146239,Delivery Man,26000000,51164106,1.8,Comedy,Comedy,1,Ken Scott,"DreamWorks Pictures, Reliance Entertainment, André Rouleau Productions",DreamWorks Pictures,3,10-10-2013 00:00,12,Vince Vaughn,Cobie Smulders,Chris Pratt,7,2,3,3.5,17,1,2,5,5,7,8,Production,0.71,29,25164106,96.79,1.97,Medium Budget,Profit,Moderate,Low Popularity,Moderately Profitable,Low Popularity - Moderately Profitable,2013,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
205588,Our Kind of Traitor,4000000,9930095,1.61,Thriller,Thriller,1,Susanna White,"StudioCanal, Anton Capital Entertainment, The Ink Factory, Film4 Productions, Potboiler Productions",StudioCanal,5,05-05-2016 00:00,20,Ewan McGregor,Stellan Skarsgård,Damian Lewis,11,3,6,3.67,75,3,1,7,6,62,11,Production,0.27,95,5930095,148.25,2.48,Low Budget,Profit,Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,2016,5,May,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10878,Saving Silverman,22000000,19351569,2.9,"Comedy, Crime, Romance",Comedy,3,Dennis Dugan,"Columbia Pictures, Village Roadshow Pictures, NPV Entertainment, Neal H. Moritz Productions",Columbia Pictures,4,09-02-2001 00:00,13,Jason Biggs,Steve Zahn,Jack Black,10,3,0,3.33,8,1,2,7,0,1,7,Writing,1.62,21,-2648431,-12.04,0.88,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2001,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
82650,Diary of a Wimpy Kid: Dog Days,22000000,77100000,3.97,"Comedy, Family",Comedy,2,David Bowers,"Color Force, Dune Entertainment, Fox 2000 Pictures",Color Force,3,02-08-2012 00:00,19,Zachary Gordon,Robert Capron,Devon Bostick,10,6,3,1.67,12,0,4,8,3,1,7,Writing,1.58,31,55100000,250.45,3.5,Medium Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2012,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10279,Summer of Sam,22000000,19288130,3.48,"Crime, Drama, Thriller",Crime,3,Spike Lee,"40 Acres and a Mule Filmworks, Touchstone Pictures",40 Acres and a Mule Filmworks,2,28-06-1999 00:00,19,John Leguizamo,Adrien Brody,Mira Sorvino,14,4,1,3.5,18,2,3,10,4,4,8,Production,1.06,37,-2711870,-12.33,0.88,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,1999,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2294,Jay and Silent Bob Strike Back,22000000,33788161,2.26,"Comedy, Adventure, Action",Comedy,3,Kevin Smith,"Dimension Films, View Askew Productions",Dimension Films,2,22-08-2001 00:00,29,Kevin Smith,Jason Mewes,Ben Affleck,20,7,2,2.86,117,1,1,23,8,86,11,Crew,0.25,146,11788161,53.58,1.54,Medium Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2001,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2176,The Glass House,30000000,23619609,2.91,"Drama, Thriller",Drama,2,Daniel Sackheim,"Original Film, Columbia Pictures",Original Film,2,14-09-2001 00:00,19,Leelee Sobieski,Diane Lane,Stellan Skarsgård,8,10,1,0.8,49,1,1,12,5,32,9,Production,0.39,68,-6380391,-21.27,0.79,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2001,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
270487,"Hail, Caesar!",22000000,63647656,2.7,"Comedy, Mystery",Comedy,2,Joel Coen,"Working Title Films, Mike Zoss Productions, Universal Pictures",Working Title Films,3,05-02-2016 00:00,87,Josh Brolin,George Clooney,Alden Ehrenreich,39,10,38,3.9,19,4,2,7,2,10,9,Production,4.58,106,41647656,189.31,2.89,Medium Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2016,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
19366,Josie and the Pussycats,22000000,14866444,1.9,"Comedy, Music",Comedy,2,Deborah Kaplan,"Universal Pictures, Metro-Goldwyn-Mayer, Riverdale Productions, Marc Platt Productions",Universal Pictures,4,06-04-2001 00:00,11,Rachael Leigh Cook,Rosario Dawson,Tara Reid,6,5,0,1.2,24,1,2,6,7,11,8,Camera,0.46,35,-7133556,-32.43,0.68,Medium Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2001,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
204082,Homefront,22000000,51695362,8.24,"Action, Thriller",Action,2,Gary Fleder,"Open Road Films, Millennium Media, Universal Pictures",Open Road Films,3,12-11-2013 00:00,16,Jason Statham,James Franco,Izabela Vidovic,5,7,4,0.71,30,3,1,14,2,14,10,Production,0.53,46,29695362,134.98,2.35,Medium Budget,Profit,Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2013,11,November,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
24100,The Little Vampire,35000000,27965865,2.16,"Family, Adventure, Comedy, Fantasy",Family,4,Uli Edel,"New Line Cinema, Stonewood Communications, Cometstone Pictures, Comet Film",New Line Cinema,4,27-10-2000 00:00,9,Richard E. Grant,Jonathan Lipnicki,Jim Carter,5,3,1,1.67,1,0,0,0,0,1,1,Directing,9,10,-7034135,-20.1,0.8,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2000,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1599,I Heart Huckabees,22000000,20094909,3.68,"Comedy, Romance",Comedy,2,David O. Russell,"Fox Searchlight Pictures, Qwerty Films, Kanzeon, Scott Rudin Productions, N1 European Film Produktions",Fox Searchlight Pictures,5,10-09-2004 00:00,17,Jason Schwartzman,Dustin Hoffman,Lily Tomlin,6,8,3,0.75,6,0,2,4,0,2,5,Writing,2.83,23,-1905091,-8.66,0.91,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2004,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5550,RoboCop 3,22000000,10696210,2.98,"Action, Science Fiction, Thriller",Action,3,Fred Dekker,Orion Pictures,Orion Pictures,1,21-01-1993 00:00,22,Robert John Burke,Nancy Allen,Mario Machado,13,6,3,2.17,15,1,2,10,2,3,8,Writing,1.47,37,-11303790,-51.38,0.49,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,1993,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
30379,Megiddo: The Omega Code 2,22000000,6047691,0.83,"Action, Thriller, Horror, Fantasy",Action,4,Brian Trenchard-Smith,"Infinity Omnimedia, TBN Films, Gener8Xion Entertainment",Infinity Omnimedia,3,07-09-2001 00:00,11,Michael York,Michael Biehn,Diane Venora,9,1,1,9,8,0,2,4,1,3,5,Crew,1.38,19,-15952309,-72.51,0.27,Medium Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2001,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
42586,Darling Lili,25000000,3250000,1.16,"Music, War, Drama, Comedy, Romance",Music,5,Blake Edwards,"Paramount Pictures, Geoffrey Productions",Paramount Pictures,2,18-06-1970 00:00,7,Julie Andrews,Rock Hudson,Jeremy Kemp,4,1,2,4,3,0,2,3,0,0,2,Writing,2.33,10,-21750000,-87,0.13,Medium Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,1970,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17709,Dudley Do-Right,70000000,10000000,1.58,"Comedy, Family, Romance",Comedy,3,Hugh Wilson,"Universal Pictures, Joseph M. Singer Entertainment, Davis Entertainment",Universal Pictures,3,27-08-1999 00:00,73,Brendan Fraser,Sarah Jessica Parker,Alfred Molina,27,17,29,1.59,16,3,1,9,3,4,9,Production,4.56,89,-60000000,-85.71,0.14,High Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,1999,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
287948,The Transporter Refueled,25000000,72629670,4.81,"Action, Thriller, Crime",Action,3,Camille Delamarre,"EuropaCorp, TF1 Films Production, Fundamental Films, Canal+, OCS, TF1, TMC, Belga Films, Belga Productions",EuropaCorp,9,02-09-2015 00:00,27,Ed Skrein,Ray Stevenson,Loan Chabanol,7,3,17,2.33,42,2,3,10,0,32,11,Art,0.64,69,47629670,190.52,2.91,Medium Budget,Profit,Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,2015,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7548,The Libertine,11000000,10900000,3.82,"Drama, Romance",Drama,2,Laurence Dunmore,"First Choice Films, Isle of Man Film, Mr. Mudd",First Choice Films,3,16-09-2004 00:00,17,Johnny Depp,Samantha Morton,John Malkovich,10,6,1,1.67,18,3,1,3,4,11,8,Production,0.94,35,-100000,-0.91,0.99,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2004,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9075,Black Book,21000000,26768563,3.08,"Drama, Thriller, War",Drama,3,Paul Verhoeven,"Fu Works, AVRO, VIP Medienfonds 4, Clockwork Pictures, Studio Babelsberg, Motion Investment Group, Motel Films, Hector BV, ContentFilm International, Egoli Tossell Film",Fu Works,10,14-09-2006 00:00,18,Carice van Houten,Sebastian Koch,Thom Hoffman,10,2,6,5,66,2,2,8,3,55,11,Production,0.27,84,5768563,27.47,1.27,Medium Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2006,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11661,Joyeux Noël,22000000,17709155,2.98,"Drama, War, Romance, History",Drama,4,Christian Carion,"Senator Film, Media Pro Pictures, The Bureau, Artémis Productions, Les Productions de la Guéville, TF1 Films Production, Nord-Ouest Films, Canal+, Ciné Cinéma",Senator Film,9,09-11-2005 00:00,15,Diane Kruger,Natalie Dessay,Benno Fürmann,10,1,4,10,57,1,1,9,5,43,11,Production,0.26,72,-4290845,-19.5,0.8,Medium Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2005,11,November,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
